code_module,code_presentation,id_student,gender,region,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,TMA1,TMA2,TMA3,TMA4,TMA5,TMA6
DDD,2014J,637347,F,South West Region,Lower Than A Level,70-80%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,637374,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,637473,M,West Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,637691,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,638051,M,South East Region,Lower Than A Level,40-50%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,638131,M,North Western Region,A Level or Equivalent,40-50%,0-35,0,90,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2014J,638202,M,East Anglian Region,Lower Than A Level,20-30%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,638384,F,Wales,Lower Than A Level,70-80%,0-35,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,639514,F,North Region,HE Qualification,NA,35-55,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,639766,F,North Western Region,A Level or Equivalent,80-90%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,640144,F,North Western Region,Lower Than A Level,30-40%,0-35,0,120,FALSE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2014J,640178,F,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,640773,M,South West Region,Lower Than A Level,10-20,0-35,0,150,TRUE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,640836,F,South Region,Lower Than A Level,90-100%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,640942,M,East Midlands Region,A Level or Equivalent,90-100%,35-55,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,640975,M,South Region,A Level or Equivalent,NA,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,640982,M,Scotland,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Fail,Pass,Pass,Fail
DDD,2014J,641253,F,East Anglian Region,Lower Than A Level,0-10%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,641315,F,London Region,A Level or Equivalent,20-30%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,641609,M,North Western Region,Lower Than A Level,50-60%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2014J,641744,F,South East Region,Lower Than A Level,90-100%,0-35,0,60,TRUE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,641896,F,Scotland,A Level or Equivalent,30-40%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,642139,M,London Region,Lower Than A Level,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,642310,M,East Midlands Region,HE Qualification,20-30%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,642443,M,South East Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,642474,F,South Region,A Level or Equivalent,90-100%,35-55,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,642501,M,South East Region,A Level or Equivalent,30-40%,0-35,0,90,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,642625,M,East Anglian Region,A Level or Equivalent,10-20,0-35,0,120,TRUE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2014J,642838,F,Yorkshire Region,A Level or Equivalent,10-20,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,643006,M,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,120,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,643036,F,Scotland,Lower Than A Level,0-10%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,643126,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,643199,M,East Midlands Region,HE Qualification,70-80%,35-55,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,643280,M,South West Region,A Level or Equivalent,40-50%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,643285,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,643729,M,London Region,A Level or Equivalent,0-10%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,643758,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,644229,M,South East Region,A Level or Equivalent,50-60%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,644409,M,Yorkshire Region,Lower Than A Level,20-30%,35-55,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,644457,F,London Region,A Level or Equivalent,60-70%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,644474,M,London Region,Lower Than A Level,30-40%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,644525,F,South Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,644956,M,North Western Region,A Level or Equivalent,0-10%,0-35,0,240,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,644964,F,South West Region,A Level or Equivalent,70-80%,0-35,0,120,TRUE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,645031,M,Wales,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,645054,F,Scotland,Lower Than A Level,20-30%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,645081,M,East Anglian Region,Lower Than A Level,70-80%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,645147,M,Wales,Lower Than A Level,0-10%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,645219,M,South Region,Lower Than A Level,90-100%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,645425,M,South West Region,A Level or Equivalent,30-40%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,645434,F,North Western Region,A Level or Equivalent,10-20,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,645499,M,Scotland,HE Qualification,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,645551,M,South East Region,Lower Than A Level,90-100%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,645792,M,South West Region,Lower Than A Level,70-80%,0-35,0,110,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,645818,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,645864,M,Scotland,A Level or Equivalent,10-20,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,645939,M,South Region,A Level or Equivalent,40-50%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,646090,F,South East Region,HE Qualification,80-90%,35-55,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,646322,M,Scotland,HE Qualification,50-60%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,646344,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,646359,M,South East Region,A Level or Equivalent,30-40%,0-35,0,150,FALSE,Pass,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2014J,646489,F,North Western Region,A Level or Equivalent,50-60%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,646589,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,TRUE,Fail,Fail,Fail,Fail,Pass,Pass,Pass
DDD,2014J,646836,M,Ireland,A Level or Equivalent,70-80%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,646952,F,East Anglian Region,A Level or Equivalent,70-80%,0-35,0,120,TRUE,Fail,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2014J,646957,M,West Midlands Region,A Level or Equivalent,40-50%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,647166,M,London Region,HE Qualification,80-90%,55<=,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,647215,F,South East Region,A Level or Equivalent,50-60%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,647218,M,North Western Region,Lower Than A Level,0-10%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,647227,F,South West Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2014J,647305,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,647373,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,647464,M,South West Region,A Level or Equivalent,10-20,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,647488,F,East Midlands Region,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,647604,F,East Anglian Region,No Formal quals,20-30%,0-35,0,240,TRUE,Fail,Pass,Pass,Fail,Pass,Fail,Fail
DDD,2014J,647605,M,South Region,A Level or Equivalent,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,647612,F,North Region,Lower Than A Level,0-10%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,647647,F,North Western Region,A Level or Equivalent,70-80%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,647879,F,Scotland,A Level or Equivalent,40-50%,0-35,0,90,TRUE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,647937,M,West Midlands Region,A Level or Equivalent,0-10%,0-35,0,120,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,648172,F,Scotland,HE Qualification,50-60%,0-35,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,648183,F,London Region,HE Qualification,10-20,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,648269,F,South West Region,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,648321,F,East Midlands Region,A Level or Equivalent,20-30%,0-35,0,90,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,648428,M,East Midlands Region,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,648570,F,East Anglian Region,Lower Than A Level,40-50%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,648597,F,Scotland,A Level or Equivalent,10-20,0-35,0,60,TRUE,Fail,Pass,Fail,Fail,Fail,Fail,Fail
DDD,2014J,648695,F,South Region,Lower Than A Level,60-70%,0-35,0,150,FALSE,Fail,Pass,Fail,Fail,Fail,Fail,Fail
DDD,2014J,648841,M,East Anglian Region,A Level or Equivalent,40-50%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,648854,M,North Western Region,Lower Than A Level,30-40%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,648898,F,Ireland,HE Qualification,60-70%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,648920,F,Scotland,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,648959,M,South East Region,Lower Than A Level,80-90%,0-35,0,240,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2014J,649014,F,South Region,A Level or Equivalent,NA,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,649041,M,South West Region,Lower Than A Level,80-90%,0-35,0,120,TRUE,Fail,Pass,Pass,Pass,Fail,Pass,Pass
DDD,2014J,649078,M,London Region,Lower Than A Level,50-60%,35-55,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,649090,M,South West Region,A Level or Equivalent,40-50%,0-35,0,120,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,649120,M,South East Region,Lower Than A Level,80-90%,0-35,0,60,FALSE,Fail,Fail,Fail,Pass,Fail,Fail,Fail
DDD,2014J,649214,M,Scotland,A Level or Equivalent,10-20,35-55,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,649321,M,London Region,A Level or Equivalent,20-30%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,649383,M,Scotland,HE Qualification,40-50%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,649413,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,649514,F,Scotland,A Level or Equivalent,80-90%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,649552,F,Scotland,A Level or Equivalent,70-80%,0-35,0,90,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2014J,649614,M,South West Region,A Level or Equivalent,50-60%,0-35,0,120,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,649688,M,Yorkshire Region,HE Qualification,30-40%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,649745,M,East Anglian Region,HE Qualification,20-30%,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,649780,M,South West Region,A Level or Equivalent,60-70%,0-35,0,90,TRUE,Pass,Pass,Fail,Fail,Pass,Pass,Pass
DDD,2014J,649819,M,North Region,Lower Than A Level,NA,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,649880,M,East Midlands Region,A Level or Equivalent,0-10%,0-35,0,60,FALSE,Distinction,Pass,Fail,Pass,Pass,Pass,Fail
DDD,2014J,649949,M,London Region,A Level or Equivalent,40-50%,0-35,0,60,FALSE,Pass,Pass,Pass,Fail,Fail,Pass,Pass
DDD,2014J,650010,M,Yorkshire Region,A Level or Equivalent,0-10%,0-35,0,60,TRUE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,650091,F,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,650232,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,60,FALSE,Fail,Fail,Pass,Pass,Pass,Pass,Pass
DDD,2014J,650271,M,North Region,HE Qualification,NA,35-55,0,120,FALSE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2014J,650279,F,West Midlands Region,A Level or Equivalent,70-80%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,650376,M,Ireland,HE Qualification,NA,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,650420,M,Scotland,Lower Than A Level,70-80%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,650434,M,Wales,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,650442,M,Wales,HE Qualification,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,650478,M,South East Region,A Level or Equivalent,80-90%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,650642,M,West Midlands Region,A Level or Equivalent,30-40%,0-35,0,70,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,650684,M,South Region,A Level or Equivalent,10-20,0-35,0,90,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,650711,M,Ireland,Lower Than A Level,NA,35-55,0,60,FALSE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2014J,650850,F,South West Region,A Level or Equivalent,20-30%,0-35,0,180,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2014J,650946,M,South West Region,Lower Than A Level,60-70%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,650947,M,London Region,HE Qualification,60-70%,35-55,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,650957,M,Yorkshire Region,A Level or Equivalent,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,650993,M,Scotland,Lower Than A Level,70-80%,0-35,0,60,TRUE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,651061,M,South West Region,Lower Than A Level,70-80%,35-55,0,120,TRUE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,651120,F,North Region,Post Graduate Qualification,NA,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,651176,M,North Western Region,Lower Than A Level,20-30%,0-35,0,60,FALSE,Fail,Fail,Pass,Pass,Fail,Fail,Fail
DDD,2014J,651493,F,West Midlands Region,Lower Than A Level,60-70%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,651495,M,North Region,HE Qualification,NA,35-55,0,120,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,651507,M,South Region,Lower Than A Level,80-90%,0-35,0,90,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Pass
DDD,2014J,651508,F,London Region,A Level or Equivalent,10-20,0-35,0,120,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,651561,M,East Midlands Region,A Level or Equivalent,10-20,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,651579,M,West Midlands Region,Lower Than A Level,40-50%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,651619,M,South Region,HE Qualification,90-100%,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,651627,M,Yorkshire Region,A Level or Equivalent,80-90%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,651672,M,Wales,Lower Than A Level,30-40%,35-55,0,180,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,651759,M,London Region,HE Qualification,50-60%,55<=,0,120,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,651804,F,South East Region,A Level or Equivalent,60-70%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,651942,M,South West Region,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,652048,M,Scotland,Lower Than A Level,10-20,35-55,0,60,FALSE,Fail,Pass,Pass,Fail,Fail,Fail,Fail
DDD,2014J,652103,M,Ireland,HE Qualification,NA,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Fail,Pass,Pass
DDD,2014J,652267,F,East Midlands Region,Lower Than A Level,90-100%,0-35,0,60,FALSE,Fail,Pass,Pass,Fail,Pass,Fail,Fail
DDD,2014J,652293,M,South Region,A Level or Equivalent,80-90%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,652318,M,Scotland,A Level or Equivalent,20-30%,35-55,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,652428,M,Wales,Lower Than A Level,50-60%,0-35,0,120,FALSE,Fail,Fail,Pass,Fail,Fail,Fail,Fail
DDD,2014J,652617,F,North Western Region,A Level or Equivalent,50-60%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,652619,F,London Region,Lower Than A Level,70-80%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,652680,M,North Western Region,HE Qualification,40-50%,35-55,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,652732,M,West Midlands Region,Lower Than A Level,NA,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,652881,M,South West Region,Lower Than A Level,30-40%,35-55,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,652965,M,London Region,HE Qualification,0-10%,0-35,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,653051,F,South Region,Lower Than A Level,70-80%,0-35,0,180,TRUE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,653171,M,South Region,A Level or Equivalent,60-70%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,653319,M,North Region,Lower Than A Level,NA,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,653354,M,South Region,Lower Than A Level,20-30%,35-55,0,60,FALSE,Fail,Pass,Pass,Pass,Fail,Fail,Fail
DDD,2014J,653412,M,East Anglian Region,A Level or Equivalent,50-60%,35-55,0,90,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,653452,F,South West Region,A Level or Equivalent,30-40%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Fail,Fail,Pass
DDD,2014J,653550,M,South Region,HE Qualification,70-80%,55<=,0,60,FALSE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,653569,F,East Anglian Region,A Level or Equivalent,80-90%,0-35,0,90,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,653711,M,East Midlands Region,Lower Than A Level,50-60%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,653729,F,Scotland,A Level or Equivalent,30-40%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,653768,M,East Midlands Region,Lower Than A Level,70-80%,0-35,0,90,FALSE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,653793,M,East Midlands Region,A Level or Equivalent,90-100%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,653914,F,South West Region,Lower Than A Level,40-50%,35-55,0,60,TRUE,Fail,Pass,Pass,Pass,Fail,Fail,Pass
DDD,2014J,654110,M,Scotland,Lower Than A Level,80-90%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,654341,M,South Region,Lower Than A Level,40-50%,35-55,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,654401,M,Scotland,Lower Than A Level,60-70%,35-55,0,60,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,654414,M,West Midlands Region,Lower Than A Level,30-40%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,654443,M,London Region,Lower Than A Level,60-70%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,654504,M,Scotland,A Level or Equivalent,60-70%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Fail,Pass,Fail
DDD,2014J,654807,M,South West Region,Lower Than A Level,80-90%,0-35,0,90,TRUE,Distinction,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,655039,M,London Region,A Level or Equivalent,40-50%,35-55,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Fail,Pass
DDD,2014J,655128,F,South Region,HE Qualification,60-70%,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,655136,M,Scotland,A Level or Equivalent,70-80%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,655362,M,North Western Region,A Level or Equivalent,20-30%,0-35,0,150,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
DDD,2014J,655585,M,West Midlands Region,A Level or Equivalent,60-70%,0-35,0,120,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,655600,M,Scotland,Lower Than A Level,90-100%,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,655806,F,Scotland,HE Qualification,40-50%,0-35,0,60,FALSE,Fail,Pass,Pass,Pass,Fail,Pass,Fail
DDD,2014J,655816,M,North Region,A Level or Equivalent,NA,35-55,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,655834,F,Wales,A Level or Equivalent,70-80%,0-35,0,120,FALSE,Fail,Pass,Pass,Pass,Pass,Pass,Pass
DDD,2014J,655972,F,South Region,A Level or Equivalent,50-60%,0-35,0,120,FALSE,Fail,Fail,Pass,Fail,Pass,Fail,Fail
DDD,2014J,656164,F,East Midlands Region,Lower Than A Level,60-70%,0-35,0,60,TRUE,Fail,Pass,Pass,Pass,Pass,Fail,Fail
DDD,2014J,656183,F,Scotland,Lower Than A Level,10-20,0-35,0,60,FALSE,Pass,Pass,Pass,Pass,Pass,Pass,Fail
