code_module,code_presentation,id_student,week_-4,week_-3,week_-2,week_-1,week_0,week_1,week_2,week_3,week_4,week_5,week_6,week_7,week_8,week_9,week_10,week_11,week_12,week_13,week_14,week_15,week_16,week_17,week_18,week_19,week_20,week_21,week_22,week_23,week_24,week_25,week_26,week_27,week_28,week_29,week_30,week_31,week_32,week_33,week_34,week_35,week_36,week_37
DDD,2013J,1080206,0,0,113,80,0,77,111,64,56,30,40,41,90,22,18,77,8,51,9,31,49,0,84,45,26,58,88,0,6,17,25,31,53,57,63,138,21,113,1,0,0,0
DDD,2013J,1187586,0,0,12,11,12,70,31,5,60,14,20,20,13,2,0,17,9,7,0,3,5,39,2,21,9,135,57,93,24,36,23,8,32,31,38,139,75,225,9,7,0,0
DDD,2013J,1610188,0,0,11,79,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,1716492,0,0,16,2,78,49,76,98,153,38,9,114,149,16,0,0,126,18,118,1,5,38,26,38,0,73,4,57,67,60,55,0,7,59,24,0,147,44,0,0,0,0
DDD,2013J,1721891,0,0,64,1,8,19,0,131,1,26,51,21,5,0,0,1,23,0,0,0,21,8,0,37,11,0,0,35,0,0,0,16,0,8,0,0,25,3,0,0,0,0
DDD,2013J,1847481,0,0,97,123,47,117,25,290,20,0,22,72,56,0,16,27,24,0,0,16,18,5,40,16,23,0,176,5,2,0,38,4,0,0,35,0,180,29,0,4,0,0
DDD,2013J,2252750,0,0,4,18,51,50,55,21,1,0,4,60,27,0,9,27,32,9,8,74,22,69,62,45,36,15,26,4,51,1,7,59,1,12,118,8,29,53,1,0,0,8
DDD,2013J,2340230,0,0,122,45,99,122,115,52,29,35,80,31,5,71,23,22,15,34,23,34,25,139,31,68,38,23,51,7,23,78,32,23,96,42,53,65,203,123,5,1,1,0
DDD,2013J,2355555,0,0,1,0,1,6,0,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2013J,2375123,0,0,7,17,0,0,24,16,20,5,12,50,0,0,0,0,0,21,12,5,0,31,0,155,27,4,16,21,16,0,0,0,0,15,0,3,23,28,0,0,0,0
DDD,2013J,2457907,0,0,22,0,32,54,64,107,4,6,0,111,0,0,1,9,57,6,0,0,15,42,81,0,39,4,7,8,28,0,0,0,15,23,27,0,0,99,0,0,4,0
DDD,2013J,2461936,0,0,10,9,0,5,39,118,150,21,15,120,15,9,61,0,19,10,28,7,0,75,0,40,13,19,11,0,2,12,0,0,95,10,7,0,0,31,0,0,0,0
DDD,2013J,2473456,0,0,27,28,43,112,80,92,164,4,67,29,28,18,38,51,35,40,8,54,123,57,12,43,53,38,0,44,22,24,10,8,32,73,45,78,61,17,16,12,1,0
DDD,2013J,2486769,0,0,14,0,65,75,22,89,153,17,0,13,10,4,0,1,26,25,0,1,13,10,25,32,1,3,17,7,23,0,0,0,9,90,0,0,27,0,5,0,0,0
DDD,2013J,2560868,0,0,8,11,23,11,62,29,0,3,0,45,1,0,6,0,12,0,5,0,0,22,3,0,5,4,0,9,0,0,0,0,8,20,0,0,0,89,2,0,0,3
DDD,2013J,2569051,0,0,16,89,33,80,118,150,49,4,17,134,0,3,0,23,8,14,0,49,58,58,14,146,146,92,0,64,35,0,0,5,0,20,91,0,43,106,1,2,19,0
DDD,2013J,2581779,0,0,7,0,61,26,4,65,12,5,27,162,14,4,0,36,97,35,0,28,37,80,55,84,64,108,42,140,11,13,9,76,38,74,45,11,14,2,0,0,0,0
DDD,2013J,2612561,0,0,14,135,55,113,125,54,23,53,48,20,7,19,0,12,10,36,34,47,24,68,34,75,37,113,27,17,27,8,1,15,50,190,227,292,412,233,0,3,0,0
DDD,2013J,2613296,0,0,6,27,38,113,88,57,188,33,59,96,34,35,8,12,94,30,12,27,104,39,77,79,59,35,53,142,12,57,35,5,16,0,47,0,15,43,0,0,0,0
DDD,2013J,2615761,0,0,18,0,3,0,0,9,2,0,0,0,0,0,0,0,6,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,34087,0,0,40,19,10,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,3,6,5,3,9,29,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,83553,0,0,3,0,0,32,19,150,13,37,26,21,18,41,3,3,6,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,101279,0,0,18,0,53,27,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,102221,0,0,10,139,0,105,65,28,48,47,6,29,71,0,1,13,3,0,13,27,4,1,0,50,31,9,71,25,0,48,12,25,9,11,45,7,25,0,47,0,0,0
DDD,2014J,136135,0,0,16,173,17,3,96,14,1,101,12,1,28,11,0,1,2,11,20,6,2,1,0,1,56,6,1,0,4,3,57,0,1,0,26,52,11,11,104,15,14,0
DDD,2014J,190279,0,0,456,782,698,90,874,394,654,495,410,305,327,338,142,158,430,450,206,309,488,297,350,387,327,379,181,268,166,274,227,218,226,160,310,467,344,400,592,87,45,10
DDD,2014J,203149,0,0,43,36,12,12,23,24,3,49,0,8,13,2,0,21,0,15,0,0,35,1,0,18,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,240186,0,0,26,104,145,90,33,2,48,46,0,21,50,0,0,0,1,0,6,46,20,42,14,19,74,22,15,0,0,5,5,22,7,0,28,22,0,0,4,0,0,0
DDD,2014J,349688,0,0,4,27,467,265,76,75,107,25,15,29,20,40,34,28,33,18,2,25,19,9,2,8,7,10,1,2,1,0,1,0,0,24,3,0,2,0,36,13,12,6
DDD,2014J,351080,0,0,79,130,134,134,62,16,30,40,10,3,37,12,0,1,3,1,0,57,9,0,4,3,0,14,11,16,0,1,0,0,0,30,23,0,15,0,45,0,0,0
DDD,2014J,351244,0,0,11,34,50,80,69,51,42,15,38,0,75,7,7,0,1,4,20,49,5,0,1,0,77,2,1,0,0,1,5,28,60,1,0,0,0,0,49,0,0,0
DDD,2014J,370184,0,0,8,71,12,24,16,0,9,9,13,0,5,14,0,0,5,1,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0
DDD,2014J,373280,0,0,3,2,1,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0,0
DDD,2014J,384499,0,0,45,23,46,66,63,50,57,85,43,32,70,12,2,1,85,35,64,71,23,52,31,14,37,25,101,34,56,33,39,77,52,31,64,40,14,16,6,3,0,0
DDD,2014J,386140,0,0,55,12,40,121,16,7,6,33,9,0,49,0,5,29,8,2,4,0,4,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
DDD,2014J,409205,0,0,49,3,77,2,26,9,9,10,5,0,0,36,16,2,15,3,27,15,6,10,0,46,35,17,4,12,43,0,41,1,2,1,1,1,18,21,21,0,3,3
DDD,2014J,411549,0,0,9,23,29,59,34,34,18,108,6,8,57,28,0,22,0,9,0,10,0,59,11,32,148,63,23,11,33,11,26,40,32,7,10,3,17,4,55,11,0,0
DDD,2014J,442549,0,0,25,0,92,29,28,16,8,60,15,6,41,0,0,5,3,0,0,85,0,0,13,12,56,0,15,2,0,0,3,31,0,0,0,0,0,0,0,0,0,0
DDD,2014J,444180,0,0,72,66,38,87,39,61,55,100,46,28,12,25,9,12,16,50,43,23,20,29,48,31,61,62,7,37,34,14,23,22,9,9,3,5,35,8,32,4,3,0
DDD,2014J,464968,0,0,3,36,8,70,30,51,34,16,86,44,17,4,3,1,4,3,68,28,14,5,21,10,0,7,19,92,0,8,6,4,4,9,7,25,0,9,16,0,0,0
DDD,2014J,465629,0,0,7,22,35,19,31,25,28,26,37,13,34,20,3,0,17,6,18,28,16,1,11,0,13,24,13,0,0,0,1,1,0,37,9,49,16,65,15,0,3,0
DDD,2014J,470914,0,0,16,23,34,8,5,36,5,7,17,6,0,53,0,20,1,11,0,0,0,82,1,3,1,45,4,14,1,1,1,44,35,0,3,1,0,3,43,0,0,3
DDD,2014J,488941,0,0,8,37,91,94,74,48,39,62,50,66,22,77,26,35,14,21,9,42,24,8,88,61,23,38,53,2,3,3,35,66,49,128,40,0,32,132,84,0,0,17
DDD,2014J,504251,0,0,112,1,147,0,59,84,39,14,34,5,34,0,0,0,6,28,13,44,11,10,15,29,6,9,3,22,0,0,3,4,3,13,31,23,27,14,13,0,0,0
DDD,2014J,507478,0,0,3,3,4,0,18,0,3,3,10,0,21,9,0,0,0,0,5,0,4,0,0,0,0,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,508859,0,0,19,167,373,172,123,73,164,129,120,79,102,33,5,51,28,48,18,132,34,25,26,30,253,13,34,6,25,23,72,155,55,142,266,372,231,241,269,24,19,5
DDD,2014J,511345,0,0,15,0,44,24,23,26,25,12,51,13,9,17,0,5,4,21,5,0,6,35,8,14,13,35,22,21,52,5,7,0,46,24,2,10,20,76,59,0,0,0
DDD,2014J,514324,0,0,2,1,0,15,40,0,0,27,1,7,44,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,550358,0,0,33,18,8,0,3,0,0,49,51,0,30,13,0,0,0,5,0,18,0,0,0,0,3,5,0,0,0,12,9,0,10,0,0,0,0,0,8,0,0,0
DDD,2014J,563595,0,0,40,169,33,23,27,53,14,68,14,11,8,24,0,0,0,0,10,54,16,9,24,13,0,18,50,23,2,0,7,35,19,0,0,0,0,0,2,0,0,0
DDD,2014J,572430,0,0,3,3,0,0,26,9,2,13,19,1,10,26,0,0,1,1,7,4,25,0,1,0,10,0,0,1,8,0,0,12,27,19,8,5,0,0,26,0,0,0
DDD,2014J,578616,0,0,11,10,0,30,2,28,6,10,6,29,10,9,4,3,0,11,6,14,7,27,27,33,8,20,14,23,3,2,3,1,11,9,0,20,48,20,20,0,2,0
DDD,2014J,585832,0,0,83,65,68,23,27,71,51,10,24,30,77,26,2,0,7,22,15,5,100,4,14,13,47,21,16,88,0,8,8,33,52,71,113,76,30,22,32,0,1,0
DDD,2014J,588203,0,0,28,2,114,171,108,97,50,58,57,20,35,31,30,26,40,43,28,29,64,28,45,44,19,5,20,2,57,5,16,5,17,8,6,32,50,86,44,0,26,0
DDD,2014J,592661,0,0,46,0,100,36,61,12,52,57,52,25,40,17,13,4,4,25,10,39,13,0,0,0,60,13,1,6,0,0,0,1,24,2,18,50,8,114,126,32,7,33
DDD,2014J,594329,0,0,5,5,11,8,5,7,32,15,18,18,18,39,8,0,0,3,10,5,4,0,0,3,21,8,0,0,0,0,0,0,1,4,0,0,7,5,9,1,1,0
DDD,2014J,596359,0,0,8,0,19,41,35,1,12,35,12,1,38,2,0,0,7,3,9,5,0,3,0,28,26,8,0,10,0,0,16,6,11,9,1,9,20,48,49,0,0,0
DDD,2014J,600502,0,0,78,31,27,23,129,49,60,3,0,53,30,164,0,1,24,15,17,40,68,2,17,24,22,31,9,0,0,0,1,0,0,36,0,22,13,21,124,58,6,0
DDD,2014J,600680,0,0,40,0,17,11,45,21,50,23,0,28,24,0,0,0,23,3,0,39,5,6,13,32,4,23,23,42,13,13,19,3,10,51,17,26,33,32,44,4,0,0
DDD,2014J,601418,0,0,2,0,31,34,20,1,10,34,0,8,27,0,0,0,1,1,5,45,2,3,0,1,24,3,5,5,0,3,0,18,0,4,12,18,8,2,60,0,0,0
DDD,2014J,603961,0,0,20,22,25,16,28,22,52,10,16,13,32,0,2,3,4,22,2,21,0,6,0,7,18,6,1,43,2,0,0,0,0,5,0,0,5,47,18,0,0,0
DDD,2014J,604671,0,0,2,96,28,28,25,66,8,14,6,5,21,0,0,0,1,1,0,24,12,0,0,20,17,10,0,0,10,0,0,26,0,5,0,0,0,15,5,0,0,0
DDD,2014J,605070,0,0,14,234,220,193,205,336,122,57,50,49,82,16,8,21,4,2,3,8,0,6,0,0,2,1,11,1,1,0,0,11,23,18,0,1,0,0,3,0,0,0
DDD,2014J,607483,0,0,10,5,47,7,81,59,35,72,58,12,22,89,18,0,10,4,3,48,6,23,0,63,27,49,31,20,24,28,30,48,111,49,34,0,33,2,18,0,0,0
DDD,2014J,607767,0,0,167,15,58,34,31,0,23,56,29,0,52,29,23,20,4,0,6,0,6,0,0,6,9,19,0,0,0,9,27,0,3,0,7,0,4,5,46,0,0,0
DDD,2014J,607975,0,0,2,11,29,34,94,0,8,16,3,0,19,0,3,0,0,3,1,8,0,0,0,0,17,0,0,5,0,0,0,6,0,0,0,0,45,171,18,0,0,0
DDD,2014J,610197,0,0,9,0,0,12,115,2,8,111,0,0,87,15,0,0,5,9,0,85,34,0,2,0,40,126,4,0,0,35,11,139,75,0,0,0,0,5,45,0,0,0
DDD,2014J,611865,0,0,8,22,0,0,0,26,0,6,18,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,618737,0,0,23,96,76,50,29,41,60,28,16,29,56,53,12,4,4,22,33,28,22,16,16,22,26,28,30,31,15,1,10,11,18,5,37,48,19,19,16,4,0,5
DDD,2014J,619910,0,0,45,58,196,87,115,120,208,110,71,117,97,42,25,0,0,0,17,116,78,0,58,12,162,100,23,56,126,18,33,119,28,113,10,24,190,231,219,0,25,4
DDD,2014J,622384,0,0,3,6,4,4,30,8,0,0,19,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,623937,0,0,1,116,61,39,79,68,34,103,43,9,27,89,5,3,13,28,12,47,13,15,4,4,135,41,7,25,80,0,3,92,28,91,70,91,67,174,74,6,3,0
DDD,2014J,625765,0,0,137,0,11,22,3,1,32,15,5,0,7,7,1,0,1,0,1,15,13,8,4,16,3,12,1,0,2,0,9,7,1,0,0,7,0,0,16,0,0,0
DDD,2014J,627236,0,0,66,39,136,43,41,54,62,67,25,47,31,10,0,1,41,64,62,74,0,13,21,90,133,15,38,13,3,0,24,72,7,13,15,18,15,126,38,0,0,0
DDD,2014J,627476,0,0,126,79,52,78,154,20,20,80,4,16,55,6,1,0,2,0,11,57,7,15,8,7,54,36,6,9,18,0,24,2,11,9,16,19,16,99,34,16,6,1
DDD,2014J,631240,0,0,5,2,4,29,52,9,9,44,13,24,17,1,0,1,7,29,22,41,4,8,4,4,39,0,8,8,3,8,24,20,28,4,1,16,0,49,12,0,0,0
DDD,2014J,638384,0,0,4,11,339,73,62,65,67,37,67,13,53,42,19,7,22,12,30,16,23,12,33,19,51,60,5,13,1,19,17,64,54,32,28,1,0,13,34,0,0,0
DDD,2014J,640144,0,0,2,56,44,38,30,29,35,31,21,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,640982,0,0,157,35,3,13,56,33,130,9,84,4,6,6,0,3,7,1,57,26,21,6,67,16,58,3,0,1,23,16,5,9,14,2,62,84,56,6,40,0,0,0
DDD,2014J,641896,0,0,2,72,28,51,13,31,33,43,21,21,5,0,0,1,0,33,0,36,12,12,8,40,7,8,10,24,3,3,3,2,2,0,0,0,20,9,16,0,0,0
DDD,2014J,642625,0,0,45,109,80,36,3,0,0,6,1,1,15,0,0,0,0,0,0,0,0,8,10,0,0,0,0,0,9,0,3,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,643006,0,0,18,41,60,47,30,13,40,45,49,25,58,14,2,0,54,14,28,35,12,0,0,16,95,31,4,79,8,16,10,33,47,11,45,100,44,73,87,2,6,0
DDD,2014J,643036,0,0,10,9,134,29,44,1,25,27,19,1,16,13,1,1,0,1,11,31,5,4,4,3,30,6,2,3,1,1,10,5,0,1,0,0,19,7,21,0,0,0
DDD,2014J,644457,0,0,4,19,12,43,50,32,30,40,20,8,48,23,0,2,4,11,0,25,1,0,0,9,0,5,11,0,0,4,0,0,24,21,4,0,6,3,50,0,0,0
DDD,2014J,645499,0,0,16,34,40,79,50,19,45,9,11,31,25,0,9,0,13,16,0,35,40,4,7,14,42,9,0,10,8,6,18,13,10,0,7,20,6,56,18,11,1,5
DDD,2014J,646836,0,0,19,19,40,0,21,11,0,12,38,15,34,48,45,38,12,2,2,2,144,24,18,32,12,15,0,0,0,13,1,1,0,0,0,0,0,0,0,0,0,0
DDD,2014J,647227,0,0,3,190,48,48,60,14,15,57,12,12,44,28,6,0,9,0,0,18,10,11,9,40,0,26,3,0,0,11,0,0,7,0,0,18,7,0,3,0,0,0
DDD,2014J,647305,0,0,1,45,0,15,9,18,28,11,10,0,7,36,11,0,0,0,0,0,7,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0
DDD,2014J,647464,0,0,18,12,55,16,7,18,25,0,61,0,0,30,0,0,3,3,4,33,92,38,6,10,88,52,11,1,4,7,21,17,0,0,0,0,1,3,18,0,0,0
DDD,2014J,647605,0,0,15,1,49,71,133,36,85,99,37,40,108,1,2,29,54,20,35,72,24,14,9,7,55,39,2,1,9,14,27,63,53,12,6,12,15,17,103,8,0,0
DDD,2014J,647612,0,0,18,104,89,79,6,22,33,12,16,22,13,8,0,0,16,21,17,23,18,2,14,42,34,6,7,8,14,0,25,4,2,2,0,8,2,16,36,0,2,0
DDD,2014J,647647,0,0,47,117,129,69,24,11,15,9,0,3,15,7,0,3,9,25,8,4,0,6,0,1,13,5,4,5,5,1,0,10,0,0,8,0,2,13,0,0,0,0
DDD,2014J,648269,0,0,5,0,0,16,22,1,11,47,1,5,57,0,0,1,1,3,10,7,0,5,2,25,17,25,0,3,4,0,4,0,0,0,13,23,0,1,35,1,0,0
DDD,2014J,648321,0,0,1,3,37,44,55,1,22,22,40,8,50,43,30,0,0,16,9,106,39,31,6,1,12,126,48,41,13,22,56,96,47,48,39,12,51,77,76,2,12,11
DDD,2014J,649090,0,0,10,9,8,12,27,26,13,40,54,9,21,21,0,0,2,12,0,6,7,4,1,0,15,6,0,0,1,0,0,2,3,1,0,12,17,6,9,0,0,0
DDD,2014J,649880,0,0,1,6,21,16,3,15,0,22,4,2,25,4,0,0,1,1,10,10,2,5,3,0,2,0,0,16,0,0,0,0,0,13,0,0,0,0,21,0,0,0
DDD,2014J,649949,0,0,3,20,0,0,5,9,0,0,0,71,6,0,7,0,0,5,0,9,6,0,5,0,0,0,15,8,0,0,0,9,1,2,0,0,0,0,27,0,0,0
DDD,2014J,650271,0,0,11,0,54,8,24,14,15,1,17,0,7,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,650684,0,0,9,25,31,111,85,31,33,59,36,27,36,5,0,1,24,8,13,20,5,21,6,2,10,4,8,8,5,16,17,17,3,8,1,11,1,37,60,1,0,0
DDD,2014J,651561,0,0,4,13,6,26,6,19,18,12,4,12,16,3,3,0,0,0,0,10,0,0,0,0,7,1,0,0,6,0,0,4,0,3,0,0,0,0,2,0,0,0
DDD,2014J,652048,0,0,21,55,34,133,21,19,10,3,8,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,652103,0,0,4,118,99,137,101,47,58,47,38,11,56,8,1,9,18,7,28,4,25,44,44,132,105,72,79,51,26,21,24,86,22,71,70,30,65,66,105,4,0,0
DDD,2014J,653711,0,0,5,33,81,3,37,22,7,75,27,19,85,6,0,9,1,11,14,23,13,11,0,4,57,7,15,64,15,0,8,46,5,53,24,10,60,0,25,1,1,0
DDD,2014J,653729,0,0,6,36,57,3,23,19,13,50,16,5,57,7,23,2,2,1,7,31,1,1,8,2,49,0,2,7,3,1,1,31,1,1,5,0,0,2,44,0,0,0
DDD,2014J,654110,0,0,9,44,118,1,4,4,19,36,53,4,3,10,1,0,4,3,0,6,19,13,9,1,18,50,4,11,3,6,0,0,19,9,2,0,0,43,80,2,1,0
DDD,2014J,654443,0,0,23,6,9,0,7,8,10,35,23,0,9,9,0,0,5,0,0,12,5,0,5,0,3,0,0,2,0,6,1,4,2,1,11,25,0,17,0,0,0,0
DDD,2014J,655136,0,0,12,1,5,30,5,1,24,13,16,23,16,14,0,1,1,11,0,0,37,36,18,92,0,0,6,0,9,32,16,44,0,0,0,3,10,6,26,0,0,0
DDD,2014J,655806,0,0,16,3,63,51,42,8,9,49,55,16,42,14,0,0,4,38,0,0,15,0,0,0,22,1,0,1,0,0,21,29,0,3,0,0,0,0,0,0,0,0
DDD,2014J,656393,0,0,3,40,28,28,69,0,8,101,7,0,9,23,0,0,2,30,10,44,7,20,0,21,25,1,0,2,0,0,10,0,1,4,2,0,0,0,0,0,1,0
DDD,2014J,656526,0,0,7,17,44,6,1,41,10,13,16,0,32,8,6,4,15,35,25,10,57,42,0,14,27,19,4,34,12,0,0,10,26,13,21,13,37,22,22,4,2,0
DDD,2014J,656987,0,0,16,21,19,13,17,14,6,14,10,9,3,0,13,0,10,28,6,12,16,7,30,39,24,0,8,0,4,0,18,29,0,0,0,0,0,0,39,1,0,1
DDD,2014J,675493,0,0,9,6,38,0,46,18,0,14,27,0,0,9,0,7,4,15,0,10,21,0,1,4,0,19,0,0,0,0,0,4,30,0,0,2,4,17,19,0,0,0
DDD,2014J,676589,0,0,3,1,19,91,79,29,71,36,4,26,31,31,4,0,6,16,44,53,14,12,40,20,52,6,14,33,10,17,4,49,22,15,3,23,20,47,35,0,0,0
DDD,2014J,676809,0,0,25,25,6,7,39,6,11,37,5,0,0,0,33,0,0,0,14,16,8,0,0,3,0,23,15,0,1,0,0,0,70,0,0,0,0,33,0,0,0,0
DDD,2014J,676865,0,0,3,65,42,45,38,23,70,19,8,10,24,0,0,4,14,8,17,23,4,18,17,13,28,3,6,12,0,3,6,14,2,15,3,6,5,41,34,0,0,0
DDD,2014J,677579,0,0,11,44,2,84,11,28,6,15,14,4,26,0,8,2,0,44,7,20,7,17,1,1,7,2,36,26,4,13,14,0,5,1,0,54,27,0,6,0,0,0
DDD,2014J,678041,0,0,62,8,69,0,7,20,8,47,9,14,0,0,0,8,9,0,5,15,14,0,2,13,11,8,3,6,8,2,6,1,2,9,1,21,16,55,30,15,0,2
DDD,2014J,678102,0,0,11,23,75,69,37,43,33,73,67,0,46,13,5,0,10,14,0,58,13,47,82,61,54,27,14,47,29,13,14,76,30,42,114,99,28,27,92,2,0,0
DDD,2014J,679777,0,0,9,45,1319,525,560,369,167,726,250,93,232,12,24,0,30,149,53,55,32,10,20,1,80,10,0,1,1,3,1,126,3,0,0,3,0,0,51,0,0,0
DDD,2014J,680087,0,0,8,45,8,28,23,26,105,2,11,100,54,26,115,9,6,7,27,2,1,6,6,0,3,13,1,0,0,1,79,0,7,0,0,17,0,9,3,0,0,8
DDD,2014J,680331,0,0,1,6,0,0,3,0,1,33,1,0,25,0,0,0,4,0,5,9,0,6,0,0,7,0,5,16,0,0,2,7,0,0,0,0,0,0,0,0,0,0
DDD,2014J,680414,0,0,85,236,219,313,98,10,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,680626,0,0,3,35,17,0,9,4,0,19,6,3,9,6,1,0,0,7,0,28,14,0,0,1,23,7,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0
DDD,2014J,680812,0,0,1,4,46,6,26,12,16,76,0,34,0,6,0,0,1,9,9,0,8,21,5,0,17,0,0,2,10,0,0,0,0,0,0,0,0,0,0,0,0,0
DDD,2014J,681059,0,0,6,51,27,34,8,0,16,37,16,9,19,21,2,0,0,3,3,6,9,1,16,4,29,2,1,7,0,27,10,13,9,1,1,0,4,18,10,0,0,0
DDD,2014J,681528,0,0,5,0,3,15,16,0,0,10,11,3,0,26,0,0,0,0,0,3,5,0,0,0,0,4,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0
DDD,2014J,681729,0,0,7,114,106,19,28,69,105,47,53,35,27,29,0,13,14,50,97,79,29,51,43,60,44,15,101,101,1,35,28,37,68,27,45,72,23,42,30,9,4,0
DDD,2014J,681923,0,0,6,98,120,93,42,31,42,42,24,21,34,16,3,0,3,24,10,40,45,8,24,33,40,36,9,4,6,11,31,27,44,0,5,19,11,218,103,5,0,0
DDD,2014J,682022,0,0,1,47,77,61,34,94,48,59,20,29,44,0,11,0,45,26,23,32,11,1,32,14,10,1,0,1,0,0,14,32,2,15,0,0,9,0,35,0,3,0
DDD,2014J,683653,0,0,18,1,57,22,26,37,11,24,11,11,1,2,0,2,1,4,5,0,0,5,10,21,8,4,0,1,0,0,3,6,5,0,6,10,23,0,3,0,0,0
DDD,2014J,684441,0,0,2,0,0,6,5,0,0,23,6,6,42,0,0,9,2,4,0,30,0,0,0,3,18,2,0,18,10,0,17,8,21,0,0,16,33,42,46,0,0,0
DDD,2014J,685611,0,0,9,136,147,73,101,76,118,155,94,43,53,60,28,6,45,30,21,194,37,54,71,35,63,71,32,30,35,40,30,46,31,44,31,72,50,78,87,34,9,0
DDD,2014J,685615,0,0,3,54,53,50,99,70,28,75,86,44,34,22,6,0,49,44,18,25,23,16,29,22,49,34,47,3,2,1,26,35,17,92,10,29,54,76,22,7,0,0
DDD,2014J,685697,0,0,42,52,34,52,27,40,32,15,18,8,33,35,43,9,8,0,3,21,11,2,14,30,0,0,7,41,7,17,19,13,20,26,0,0,32,31,98,0,0,0
DDD,2014J,686399,0,0,7,57,10,32,92,46,28,53,14,2,26,17,28,0,2,0,10,0,4,0,0,6,16,6,0,0,0,1,2,6,0,6,0,7,0,52,24,0,0,0
DDD,2014J,686871,0,0,6,6,6,13,6,8,2,27,5,2,20,1,0,1,1,2,6,14,7,1,4,1,19,1,5,5,10,2,2,4,1,0,1,0,3,6,3,0,1,0
DDD,2014J,688175,0,0,4,21,0,48,17,42,0,18,41,2,8,37,2,1,31,2,13,35,19,2,0,13,24,14,7,2,1,4,3,8,56,4,0,0,12,0,21,0,0,0
DDD,2014J,688525,0,0,8,59,16,29,49,12,21,30,21,0,64,13,0,0,20,22,3,26,23,45,71,27,50,29,23,25,10,49,70,8,30,38,23,13,28,10,13,9,0,0
DDD,2014J,689650,0,0,32,6,59,10,27,6,38,9,10,26,46,0,7,0,8,0,0,16,7,6,5,1,2,30,3,24,0,1,3,32,26,2,3,4,13,28,2,4,0,0
DDD,2014J,689990,0,0,1,31,57,38,15,24,1,27,7,22,9,5,0,5,2,2,18,14,14,4,26,29,3,9,7,19,49,38,1,11,43,80,95,169,117,147,289,33,10,2
DDD,2014J,691088,0,0,12,1,41,28,28,0,4,42,0,14,20,0,0,0,1,4,0,21,0,0,0,0,0,24,0,0,0,9,12,21,0,0,1,0,0,17,47,0,0,0
DDD,2014J,691202,0,0,22,6,59,28,36,5,37,0,50,30,6,21,0,0,35,5,0,0,37,6,7,0,78,10,19,0,21,25,33,36,1,11,0,7,0,58,112,0,0,0
DDD,2014J,691207,0,0,9,40,218,152,147,178,102,96,74,82,33,25,0,20,26,10,26,28,5,30,34,52,3,11,5,13,0,0,5,10,1,6,0,0,23,10,3,6,0,0
DDD,2014J,691834,0,0,1,33,1,10,34,27,2,102,16,6,38,23,6,0,23,4,7,18,47,6,13,2,8,20,0,16,1,1,7,6,32,3,3,0,1,53,52,0,0,0
DDD,2014J,692426,0,0,13,1,77,67,77,245,129,26,84,37,22,36,31,3,18,19,3,67,50,7,39,3,24,0,9,0,0,0,16,48,0,0,0,28,0,0,21,0,0,0
